CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
9526,34,Female,55242,Referral,Consideration,236.5,0.2686,0.1172,33,7.8319,6.6305,11,18,1,0,456,1
9527,43,Female,20929,SEO,Conversion,9127.62,0.1948,0.0969,22,2.038,2.4917,34,13,8,5,1474,1
9528,38,Male,126262,Email,Retention,2821.27,0.0846,0.1821,33,6.1716,3.9177,56,7,4,3,1553,1
9529,45,Female,143196,SEO,Awareness,8890.94,0.2372,0.097,43,3.0564,4.6415,40,3,5,1,3703,1
9530,63,Female,119806,PPC,Conversion,2049.98,0.0688,0.0298,11,9.6839,8.1888,26,14,8,9,2031,1
9531,19,Female,118724,Email,Retention,4452.49,0.2899,0.1234,22,8.8823,13.7226,14,4,3,6,3922,1
9532,60,Female,33580,PPC,Conversion,7519.05,0.0117,0.1284,27,6.3586,6.0906,93,3,2,1,2713,1
9533,18,Female,134144,Referral,Awareness,6438.76,0.1752,0.1554,18,2.5841,12.8245,70,11,3,1,352,1
9534,68,Male,124134,Referral,Conversion,4217.63,0.0356,0.1873,47,8.0441,10.5801,35,5,7,7,2336,1
9535,53,Female,115967,SEO,Consideration,6818.38,0.1282,0.0942,33,5.6827,11.8166,23,7,6,7,3717,1
9536,68,Male,40742,SEO,Awareness,5534.6,0.1941,0.0769,7,6.5041,11.552,81,5,6,7,3513,1
9537,43,Female,37833,Referral,Consideration,2829.79,0.21,0.1032,33,7.4615,4.8807,23,4,0,3,2232,1
9538,46,Male,116421,Social Media,Conversion,6498.66,0.2378,0.181,41,4.747,3.9256,95,8,1,6,4744,1
9539,38,Male,91347,Referral,Awareness,2122.05,0.1821,0.1962,15,1.0697,14.675,75,18,2,7,1417,1
9540,28,Female,94155,Email,Consideration,6970.48,0.0829,0.1945,6,4.2775,11.1985,27,9,0,8,592,1
9541,57,Male,109791,PPC,Consideration,130.8,0.2679,0.0536,26,4.7226,5.8038,74,10,8,1,179,1
9542,28,Female,110508,Referral,Consideration,5532.85,0.2452,0.1044,19,4.3023,8.5385,2,17,8,9,4947,1
9543,53,Male,33527,Referral,Retention,4070.57,0.0564,0.0593,34,8.4795,11.7501,2,4,4,6,140,1
9544,66,Male,78139,PPC,Consideration,3100.73,0.2497,0.0799,16,3.9912,1.3086,28,10,3,3,976,1
9545,56,Female,134527,PPC,Consideration,5205.51,0.2921,0.016,27,4.747,1.936,31,16,2,9,754,1
9546,57,Female,118410,Email,Conversion,6488.59,0.1948,0.0405,7,1.5544,0.8637,53,10,8,2,2224,1
9547,52,Female,89585,PPC,Conversion,9656.59,0.0917,0.0854,3,7.4517,2.879,37,15,1,5,2250,1
9548,51,Male,61057,SEO,Conversion,8347.34,0.1859,0.0793,32,2.9388,2.2306,94,8,7,5,2572,1
9549,64,Female,87439,Referral,Conversion,7199.78,0.1093,0.063,49,3.1151,7.2143,55,18,6,7,3634,1
9550,41,Female,142337,PPC,Retention,4841.77,0.206,0.0538,21,6.2817,4.6644,64,6,1,5,1529,1
9551,39,Female,138258,Email,Conversion,3982.23,0.168,0.1523,30,9.852,1.161,20,19,2,9,243,1
9552,22,Female,64261,PPC,Conversion,422.04,0.2796,0.066,0,4.6913,7.0169,40,2,1,0,871,0
9553,50,Female,90912,Referral,Conversion,3655.06,0.1892,0.1442,40,3.9444,8.8894,19,16,2,4,2773,1
9554,53,Female,20042,Social Media,Consideration,8498.93,0.0721,0.08,13,1.3259,5.8683,59,5,3,6,2008,1
9555,64,Female,42769,PPC,Retention,3901.84,0.2203,0.1624,6,8.0864,4.2751,74,19,4,2,4114,1
9556,37,Female,87113,SEO,Conversion,4669.69,0.0973,0.0418,7,3.3516,6.1616,58,14,1,9,4892,1
9557,36,Female,97918,Referral,Consideration,2791.16,0.089,0.0399,7,7.9196,8.0385,73,13,6,8,4694,1
9558,52,Male,42449,Email,Awareness,2813.91,0.1236,0.1391,23,3.5404,6.8224,54,5,3,2,962,1
9559,69,Male,58653,Referral,Retention,712.53,0.0135,0.1838,0,1.269,1.8525,2,15,0,9,658,0
9560,60,Female,48859,Social Media,Conversion,6176.66,0.2911,0.0372,34,5.4839,7.1242,13,7,3,5,4439,1
9561,34,Male,28576,Email,Consideration,4535.89,0.1644,0.024,40,9.1545,10.9448,44,14,8,1,3616,1
9562,62,Male,65874,Social Media,Awareness,6099.01,0.2343,0.1876,7,2.8953,12.39,94,7,4,3,3768,1
9563,60,Male,97199,Social Media,Awareness,5514.18,0.0848,0.0323,4,2.3853,6.8733,98,0,1,1,1106,0
9564,51,Male,56345,SEO,Consideration,8008.56,0.2265,0.0576,31,2.6631,14.91,59,1,5,8,4646,1
9565,26,Female,137926,PPC,Consideration,7535.02,0.1745,0.1866,0,7.2125,12.7214,48,16,6,1,4654,1
9566,43,Female,134446,SEO,Retention,7737.39,0.133,0.1626,1,4.3066,3.6231,8,4,1,7,4442,1
9567,19,Female,90780,SEO,Consideration,5042.47,0.2915,0.0751,41,3.3045,7.1232,53,11,9,3,2737,1
9568,26,Male,144576,SEO,Conversion,3603.43,0.1532,0.1914,45,4.0393,4.7842,69,4,1,1,4640,1
9569,26,Female,120438,Email,Awareness,9341.02,0.2007,0.1179,14,3.7819,8.4785,92,1,9,6,4784,1
9570,57,Female,89428,PPC,Conversion,637.27,0.0144,0.0237,41,5.894,3.7497,51,13,2,3,4489,1
9571,34,Female,112648,PPC,Conversion,1610.95,0.0974,0.1436,8,2.2,1.0108,62,11,9,8,3995,1
9572,18,Female,24321,Email,Conversion,4254.03,0.2677,0.1121,11,5.5785,13.6135,51,1,3,1,3160,1
9573,42,Male,25776,SEO,Awareness,6178.18,0.2301,0.1188,9,3.8057,8.0365,21,16,4,7,3580,1
9574,60,Female,128888,SEO,Awareness,181.18,0.1657,0.1989,23,9.3937,13.767,54,3,2,0,3464,1
9575,57,Female,36119,Social Media,Awareness,7221.3,0.271,0.039,40,4.7963,2.2132,2,12,3,9,222,1
9576,59,Female,50569,Social Media,Consideration,5631.39,0.151,0.1348,49,1.9001,2.6965,1,5,6,3,3484,1
9577,42,Female,147493,Referral,Conversion,4898.56,0.1743,0.0972,18,9.4025,3.784,58,2,5,2,2179,1
9578,56,Male,58596,Social Media,Retention,4292.6,0.1208,0.0617,16,9.4375,7.1282,27,3,1,8,336,1
9579,52,Female,72967,PPC,Consideration,5242.92,0.1898,0.1418,1,2.5794,13.26,36,7,6,3,4048,1
9580,20,Female,53063,Email,Consideration,1701.68,0.1025,0.137,9,8.3478,9.931,68,1,1,4,2450,1
9581,67,Male,118717,SEO,Retention,1176.25,0.1218,0.1727,4,8.7575,1.2976,8,8,2,9,1218,1
9582,54,Female,42340,Referral,Conversion,2967.41,0.2902,0.177,38,4.2004,6.4043,61,9,0,2,3833,1
9583,61,Male,95723,Social Media,Retention,7124.1,0.0423,0.1167,5,2.4355,10.9872,31,12,5,1,2528,1
9584,61,Male,75430,Referral,Awareness,5924.05,0.0405,0.0719,1,8.186,5.1746,80,16,9,7,2417,1
9585,68,Male,132620,Email,Conversion,4853.22,0.0226,0.1106,7,1.2548,7.6421,74,3,3,8,2513,1
9586,47,Male,26668,Email,Consideration,5758.06,0.1028,0.0783,3,6.5747,10.8157,34,9,8,7,4564,1
9587,55,Female,100880,Referral,Awareness,5636.65,0.1255,0.0627,49,4.0778,14.4923,46,11,3,2,1879,1
9588,51,Male,28195,Referral,Awareness,3139.72,0.0374,0.1148,30,6.3642,5.3316,17,16,9,0,4751,1
9589,29,Male,102097,Referral,Consideration,1064.81,0.1692,0.135,35,8.0996,11.2935,35,0,5,1,893,1
9590,36,Female,143625,SEO,Retention,8978.15,0.1792,0.1222,7,8.4586,11.3373,18,2,7,6,3806,1
9591,54,Female,122658,PPC,Awareness,6039.12,0.2278,0.1913,30,9.9862,8.3692,24,5,4,8,4667,1
9592,61,Female,77995,Social Media,Awareness,7007.71,0.293,0.0667,16,6.762,12.2938,45,4,2,1,3266,1
9593,66,Female,107834,Social Media,Conversion,4693.57,0.1896,0.0807,45,3.0112,8.2737,59,11,8,5,191,1
9594,34,Female,58250,Social Media,Conversion,7589.16,0.0424,0.1369,39,3.4849,9.5625,94,10,2,8,4550,1
9595,27,Male,146769,Referral,Consideration,5886.52,0.0357,0.1241,13,4.9253,12.6397,22,8,8,9,4960,1
9596,66,Female,36076,Referral,Consideration,632.63,0.2355,0.0104,7,8.6362,7.4059,77,14,1,3,772,0
9597,64,Male,35376,Referral,Consideration,8911.96,0.1986,0.0693,24,4.3017,7.4304,26,13,7,4,652,1
9598,29,Female,121575,SEO,Retention,3124.81,0.057,0.0582,13,7.1944,9.0701,34,18,5,7,1757,1
9599,33,Male,75839,SEO,Awareness,1465.12,0.0835,0.1696,22,1.4058,12.1608,76,12,8,4,653,1
9600,41,Female,84723,SEO,Consideration,971.61,0.2276,0.1746,42,4.8705,2.3442,54,6,4,4,2206,1
9601,36,Female,63442,SEO,Conversion,7232.36,0.1742,0.0639,40,2.5032,11.6826,35,10,3,3,2925,1
9602,25,Female,25392,Email,Awareness,7069.29,0.1797,0.0294,16,9.446,4.774,87,1,1,6,1583,1
9603,48,Male,134977,SEO,Consideration,7031.61,0.0709,0.049,48,8.1229,1.53,96,0,0,2,62,0
9604,38,Female,143682,SEO,Awareness,9165.95,0.1924,0.0435,11,2.2487,11.9865,70,6,3,4,3689,1
9605,34,Female,47106,SEO,Awareness,3554.54,0.2335,0.0551,19,4.6167,2.6046,8,1,7,7,4735,1
9606,40,Female,99845,Social Media,Awareness,5655.22,0.2667,0.0546,33,1.7253,3.5923,20,18,9,8,4867,1
9607,54,Male,44809,Social Media,Consideration,6233.01,0.2236,0.1012,48,7.719,10.7394,31,13,8,6,4557,1
9608,33,Male,135095,Social Media,Awareness,9796.87,0.1771,0.0707,10,2.7223,8.6856,65,10,0,6,4302,1
9609,23,Female,20693,PPC,Awareness,3192.23,0.2052,0.1164,26,8.239,13.8472,43,4,1,6,4664,1
9610,25,Female,119473,Email,Awareness,9567.68,0.1507,0.0754,8,1.6662,14.3379,88,10,2,0,3106,1
9611,42,Female,114769,Referral,Conversion,1572.47,0.0758,0.1648,17,6.1566,5.0524,64,13,7,8,1165,1
9612,35,Female,79821,SEO,Consideration,7663.61,0.2658,0.1907,37,6.4738,5.2009,74,8,8,2,2636,1
9613,42,Female,94159,Social Media,Retention,6365.57,0.1645,0.0867,35,4.009,3.5413,79,0,2,9,2967,1
9614,29,Female,126086,Email,Conversion,8187.27,0.1824,0.0194,45,2.4779,8.0054,86,5,3,3,3094,1
9615,32,Female,132160,SEO,Awareness,383.99,0.2971,0.0555,27,3.9145,5.9808,14,6,7,4,4473,1
9616,43,Male,145424,PPC,Awareness,873.5,0.2957,0.0294,19,5.4596,0.7125,26,12,2,9,1460,1
9617,58,Female,94710,Referral,Retention,789.99,0.18,0.0755,41,9.722,6.2269,15,9,5,4,1138,1
9618,62,Male,31352,SEO,Retention,5970.3,0.0198,0.1326,28,5.0225,1.3947,45,19,0,9,3170,1
9619,43,Male,72196,Referral,Conversion,6069.07,0.1249,0.1086,3,2.7044,12.0861,96,8,6,7,1533,1
9620,64,Male,91066,SEO,Awareness,9070.44,0.2818,0.0561,14,1.233,13.9689,71,16,4,2,4564,1
9621,49,Male,24992,PPC,Retention,4729.27,0.0936,0.1558,40,1.0741,4.7894,47,3,3,3,1799,0
9622,27,Female,73076,Email,Conversion,773.69,0.2998,0.035,43,4.7506,9.9353,64,13,7,5,2720,1
9623,33,Female,43354,Referral,Retention,2174.34,0.0345,0.0534,27,3.6668,1.7836,18,5,7,6,3035,1
9624,24,Female,23312,Referral,Awareness,179.92,0.1748,0.1384,39,2.0357,5.7711,89,0,6,3,3001,1
9625,34,Male,65833,Email,Awareness,7789.47,0.1595,0.0475,23,2.5496,8.8507,36,10,0,1,61,0
9626,40,Female,24318,Referral,Awareness,8174.43,0.0841,0.139,36,4.1492,2.0105,57,10,9,0,3149,1
9627,43,Male,132363,Social Media,Awareness,9979.61,0.2851,0.1956,15,7.1797,5.9685,54,16,5,8,3357,1
9628,38,Female,119992,Email,Consideration,4180.73,0.1896,0.168,21,6.4863,14.351,52,6,2,8,2173,1
9629,39,Female,86003,PPC,Consideration,291.05,0.0768,0.0404,46,1.7196,2.9082,46,8,7,5,2448,0
9630,24,Female,47192,SEO,Consideration,2423.83,0.1214,0.1089,16,2.2872,9.4933,2,15,9,6,997,1
9631,31,Female,127841,SEO,Conversion,5918.91,0.2192,0.0902,0,9.1756,12.5835,87,8,2,6,2754,1
9632,32,Female,120726,Email,Conversion,9623.24,0.0963,0.1984,30,1.6397,11.682,85,4,7,0,824,1
9633,24,Male,109199,Social Media,Retention,1125.43,0.2651,0.1932,24,2.7899,11.685,61,5,4,5,3032,1
9634,26,Female,116782,PPC,Retention,1303.57,0.058,0.0342,11,3.8615,1.3573,0,7,4,6,2629,1
9635,68,Female,139195,SEO,Conversion,7047.41,0.0867,0.1827,19,3.0711,14.6172,38,8,7,7,355,1
9636,65,Male,132908,SEO,Retention,6705.35,0.052,0.0467,18,3.6175,11.0436,72,12,2,8,945,1
9637,25,Female,57489,Social Media,Conversion,2580.01,0.0402,0.0707,4,7.5497,14.3379,32,2,3,5,1090,1
9638,67,Female,140059,Referral,Consideration,8150.13,0.0971,0.0771,14,1.8551,14.6993,22,17,0,1,4856,1
9639,40,Female,127507,Email,Conversion,1374.91,0.2998,0.0645,40,4.1701,5.6765,33,4,8,0,2450,1
9640,46,Male,60309,Social Media,Conversion,9264.84,0.0374,0.1721,24,6.5056,8.379,48,19,2,6,4426,1
9641,35,Male,128173,Social Media,Retention,2090.22,0.0718,0.0727,34,1.4396,11.0772,48,0,7,4,4388,1
9642,48,Female,48273,Social Media,Retention,905.39,0.0888,0.1652,43,1.3987,12.8117,98,12,0,7,4191,1
9643,47,Male,67553,Social Media,Conversion,3461.27,0.1895,0.1989,46,5.4871,14.5787,48,19,0,0,4510,1
9644,69,Female,49473,Referral,Awareness,1959.63,0.2262,0.1697,2,9.0984,14.6296,9,17,5,6,438,1
9645,56,Female,81410,PPC,Retention,5316.72,0.2281,0.0758,17,5.0029,5.2524,95,9,5,0,2901,1
9646,52,Female,144772,Social Media,Conversion,6899.78,0.0125,0.1451,21,4.6598,10.3669,65,19,6,8,1094,1
9647,35,Female,148536,Social Media,Retention,4960.12,0.199,0.1114,15,1.0914,2.6305,70,17,0,1,3456,0
9648,59,Female,33679,Email,Awareness,6640.01,0.1929,0.1594,14,7.5944,12.2526,87,3,2,9,4405,1
9649,56,Male,112981,SEO,Retention,3712.71,0.1601,0.0391,4,2.4768,2.8128,66,0,3,8,3924,0
9650,34,Male,65310,Referral,Conversion,376.43,0.12,0.1312,41,7.2864,13.4149,75,6,8,9,1779,1
9651,31,Female,103406,Social Media,Conversion,9743.23,0.2413,0.157,41,4.1366,14.6969,38,14,7,5,410,1
9652,48,Female,80683,PPC,Awareness,8212.19,0.1097,0.1546,12,1.4049,1.7521,41,13,3,3,4394,1
9653,41,Female,132765,PPC,Conversion,826.85,0.0767,0.1931,49,3.9511,7.9292,99,2,9,3,510,1
9654,52,Female,45992,PPC,Awareness,4546.85,0.0999,0.0211,27,6.936,4.3386,90,19,6,3,1906,1
9655,61,Female,49433,Email,Conversion,6386.69,0.1375,0.0757,9,7.915,7.3155,0,18,8,8,1531,1
9656,62,Male,96574,PPC,Conversion,1986.88,0.0721,0.1005,15,6.7199,4.7597,45,7,9,9,536,1
9657,51,Male,45933,Email,Retention,5822.09,0.1862,0.0689,1,7.3995,1.4519,35,18,9,4,2628,1
9658,20,Male,65020,Referral,Retention,5383.12,0.2664,0.0689,49,3.1232,6.2149,95,17,7,1,2562,1
9659,54,Female,49236,PPC,Awareness,2161.83,0.1827,0.0435,35,9.6872,3.4663,90,13,4,3,707,1
9660,60,Female,78735,SEO,Retention,1497.98,0.1395,0.1645,24,3.0422,8.4647,43,5,8,4,2236,1
9661,57,Female,29770,Social Media,Consideration,7613.73,0.2411,0.1825,4,2.5309,10.3681,30,18,4,2,3413,1
9662,43,Female,89285,Referral,Awareness,3293.61,0.2269,0.0256,27,3.2483,6.377,96,11,2,0,1419,1
9663,40,Female,130121,SEO,Consideration,2516.0,0.1164,0.0394,16,9.7485,3.4528,57,14,5,8,2967,1
9664,61,Female,142747,Referral,Awareness,7405.0,0.1852,0.0534,1,1.5846,3.2797,95,3,2,1,3654,0
9665,56,Male,55271,PPC,Consideration,7387.08,0.2217,0.1067,14,7.961,0.5346,3,18,1,0,4631,1
9666,32,Female,93391,Referral,Retention,2836.38,0.0812,0.1603,37,1.9476,10.6846,52,4,6,7,4029,1
9667,66,Female,131682,Referral,Retention,8738.43,0.1162,0.0236,28,7.9596,4.1703,88,3,2,1,2820,0
9668,21,Male,129633,Referral,Conversion,6913.68,0.0407,0.131,22,3.4932,14.5757,92,8,4,6,2156,1
9669,46,Female,43439,Email,Consideration,3523.07,0.2964,0.0384,17,7.5396,11.3323,56,18,8,0,814,1
9670,39,Female,115826,SEO,Conversion,4332.15,0.0349,0.1946,13,1.441,4.783,72,5,3,7,4596,1
9671,42,Male,31101,PPC,Awareness,7294.43,0.0589,0.1808,31,4.0114,2.8047,77,7,8,0,135,1
9672,30,Female,112776,Social Media,Consideration,2194.68,0.1492,0.1904,43,5.1816,9.553,49,1,5,4,1074,1
9673,35,Female,102319,PPC,Conversion,4740.73,0.2609,0.0302,5,1.1861,13.0361,4,7,2,9,2765,1
9674,50,Male,139070,PPC,Awareness,6570.23,0.1132,0.1027,27,2.6276,8.9727,51,10,0,6,4459,1
9675,33,Female,64917,Email,Consideration,5441.04,0.2329,0.0414,17,2.5192,0.6591,16,1,7,6,2596,1
9676,62,Male,112345,Email,Conversion,6122.45,0.206,0.1241,34,5.3326,11.9013,31,13,9,0,80,1
9677,59,Female,132923,Referral,Consideration,5507.5,0.1952,0.0542,37,2.1986,14.4812,5,16,3,6,170,1
9678,61,Male,103459,PPC,Consideration,2072.35,0.2551,0.1564,3,9.7945,1.1883,68,4,5,0,3256,0
9679,19,Female,133289,SEO,Conversion,4161.03,0.0141,0.1324,48,8.9824,12.2324,92,4,1,2,1472,1
9680,52,Female,100562,Email,Retention,5366.66,0.2795,0.1186,30,3.019,10.9254,91,0,3,1,688,1
9681,59,Male,61196,Email,Retention,7822.62,0.2505,0.1668,10,3.1079,6.2637,60,5,7,1,1318,1
9682,51,Female,43569,SEO,Conversion,6573.65,0.282,0.1051,45,9.5268,9.694,9,6,1,1,4299,1
9683,47,Female,139598,Email,Awareness,4323.25,0.2401,0.0613,10,3.6959,2.8027,22,13,5,7,1911,1
9684,30,Female,61887,SEO,Conversion,9746.56,0.2648,0.1279,28,4.8096,10.9414,52,13,1,2,3804,1
9685,30,Female,40893,Social Media,Conversion,1167.18,0.0689,0.1918,18,7.3133,8.928,60,15,7,3,335,1
9686,35,Female,107971,SEO,Consideration,2147.37,0.1026,0.1242,16,4.0963,1.7555,18,8,2,3,747,1
9687,49,Male,75304,Social Media,Retention,3478.99,0.1014,0.1296,3,9.1221,13.0895,3,17,8,5,4942,1
9688,49,Male,143299,Referral,Retention,2362.86,0.0417,0.1876,43,6.3013,2.3612,45,8,5,3,1837,1
9689,52,Female,122428,Referral,Retention,6291.88,0.2216,0.1079,3,6.1051,6.8554,31,3,2,0,4999,1
9690,56,Female,52399,Email,Retention,491.55,0.0495,0.1993,11,5.9887,2.402,83,6,1,0,1413,0
9691,63,Male,137083,SEO,Conversion,1856.62,0.0252,0.0403,48,2.0084,9.8688,45,4,7,0,2234,0
9692,69,Female,45236,Email,Consideration,3004.14,0.2349,0.112,46,8.114,11.1989,61,16,3,1,2381,1
9693,46,Male,112735,SEO,Retention,6865.12,0.2724,0.0505,6,6.149,14.2349,91,9,7,6,2883,1
9694,66,Female,105870,Email,Retention,8771.06,0.2316,0.0961,20,1.4817,4.1628,53,1,6,2,2670,1
9695,46,Male,134679,Referral,Consideration,8005.07,0.2494,0.0424,32,8.6532,5.8113,99,2,1,6,4482,1
9696,61,Male,118753,Referral,Conversion,1902.6,0.1827,0.0523,36,7.5651,6.1074,86,6,6,6,2847,1
9697,33,Female,69531,Email,Conversion,5697.52,0.2674,0.0501,11,3.6,1.9065,66,4,3,0,1138,1
9698,61,Male,100570,SEO,Conversion,397.22,0.154,0.0708,6,3.5744,12.2147,23,9,5,2,3901,1
9699,64,Female,116621,PPC,Retention,3174.31,0.2966,0.0356,14,5.5424,1.6993,65,3,7,3,1495,1
9700,27,Male,29442,SEO,Retention,8079.24,0.04,0.1638,36,1.0651,5.4089,17,1,8,0,4381,1
9701,47,Female,76437,Email,Retention,4620.99,0.2447,0.0519,8,8.2866,3.2606,95,16,3,7,2187,1
9702,42,Female,145339,SEO,Conversion,1584.42,0.196,0.0891,32,9.4784,10.1335,47,18,2,4,600,1
9703,56,Male,80342,Social Media,Retention,4441.68,0.1784,0.0131,37,5.0194,13.6308,45,8,1,7,3505,1
9704,37,Female,98179,SEO,Awareness,2060.53,0.2205,0.0299,15,5.8292,11.324,47,18,3,5,465,1
9705,22,Female,55069,Referral,Consideration,3992.6,0.2537,0.1803,30,8.2881,11.7305,61,2,1,5,302,1
9706,18,Female,93246,Referral,Awareness,4929.55,0.2602,0.1691,14,3.4984,1.6383,93,6,2,8,4929,1
9707,47,Female,58560,Social Media,Awareness,3560.63,0.0609,0.1698,1,5.4256,11.2149,26,11,0,3,4383,1
9708,66,Female,78070,SEO,Retention,9375.99,0.0671,0.0882,12,1.9989,1.4067,61,11,6,8,2397,1
9709,20,Male,62427,PPC,Consideration,5669.05,0.0147,0.0369,4,7.3172,7.521,77,18,5,5,3244,1
9710,62,Male,145608,SEO,Awareness,8444.64,0.0482,0.0305,47,8.1357,10.5332,64,6,0,8,1588,1
9711,31,Female,80496,Referral,Conversion,7631.21,0.0865,0.1251,32,1.6022,4.1937,51,7,8,1,763,1
9712,47,Female,84557,Referral,Conversion,6645.55,0.2191,0.1674,31,8.9418,10.3972,0,2,5,1,4763,1
9713,67,Male,92752,Email,Conversion,5019.2,0.148,0.181,41,4.3707,13.2677,49,4,4,0,1510,1
9714,21,Female,97248,Referral,Conversion,121.52,0.2298,0.0649,47,9.2999,13.2305,39,12,0,8,3612,1
9715,35,Female,90441,Email,Consideration,6173.33,0.1511,0.071,44,9.1016,3.2855,71,0,9,5,3004,1
9716,54,Female,68534,Referral,Conversion,3623.98,0.1711,0.0292,20,8.1181,4.4805,16,17,4,3,685,1
9717,42,Male,124303,Referral,Consideration,1265.85,0.0422,0.1571,1,8.4713,10.1575,0,14,1,8,2369,1
9718,65,Female,47930,PPC,Consideration,4501.8,0.2352,0.0624,35,3.6044,12.6991,77,12,6,4,4413,1
9719,18,Male,116728,Email,Consideration,7381.98,0.2299,0.1014,32,4.3056,7.1007,76,7,5,5,2833,1
9720,63,Female,143295,Email,Consideration,9620.61,0.0992,0.1865,10,3.1606,13.8719,29,4,3,0,4069,1
9721,32,Female,109042,Referral,Retention,3803.64,0.1053,0.1529,40,4.1905,8.8319,76,6,2,7,2645,1
9722,26,Female,135287,Email,Awareness,5472.96,0.0737,0.02,22,6.0571,4.2982,66,14,4,6,3410,1
9723,32,Male,27288,Referral,Retention,8527.32,0.246,0.0115,37,8.7763,0.7895,21,6,2,9,333,1
9724,66,Male,129570,Referral,Awareness,3406.59,0.2266,0.1596,32,5.9247,12.2067,34,2,8,2,274,1
9725,41,Female,115547,SEO,Retention,1508.35,0.1867,0.115,39,7.2702,1.8457,55,16,5,4,4652,1
9726,21,Female,149483,Email,Conversion,2890.63,0.0793,0.1469,7,2.2221,1.6374,13,8,9,8,3852,1
9727,29,Male,101122,Social Media,Consideration,9001.32,0.0598,0.0398,35,9.4561,11.7684,44,0,1,2,559,0
9728,54,Female,81518,Email,Conversion,1677.99,0.0246,0.1757,35,6.2486,0.9589,85,14,6,7,2832,1
9729,54,Male,52400,Email,Conversion,3359.29,0.0232,0.1569,32,7.9823,12.72,32,2,7,3,3743,1
9730,60,Male,142609,PPC,Conversion,4699.94,0.0643,0.1793,28,9.9871,9.1815,11,5,8,8,177,1
9731,23,Male,21567,Social Media,Retention,8486.42,0.0392,0.0748,30,8.7375,9.7299,23,4,3,8,3176,1
9732,56,Male,67878,Social Media,Conversion,9383.36,0.1713,0.0624,29,5.5393,14.1017,68,3,0,5,3261,1
9733,63,Male,68850,PPC,Consideration,4315.52,0.1138,0.0388,7,8.8124,13.067,56,10,7,8,1422,1
9734,41,Female,21094,PPC,Consideration,9326.35,0.139,0.1867,25,6.9303,1.6019,8,10,9,3,4009,1
9735,28,Female,31135,Email,Awareness,1698.45,0.1823,0.0436,22,7.5702,12.8683,1,13,0,0,36,0
9736,30,Female,99044,SEO,Retention,1652.84,0.2011,0.0327,49,6.7357,10.1736,58,16,4,4,2023,1
9737,51,Male,65113,PPC,Consideration,9497.58,0.198,0.0466,42,3.5887,5.0932,94,19,1,6,195,1
9738,42,Male,78791,Social Media,Consideration,5145.83,0.0856,0.1566,25,4.0103,12.8737,28,19,7,5,1317,1
9739,24,Male,29684,Social Media,Retention,1940.49,0.2448,0.179,41,6.0251,0.8378,92,8,4,7,4688,1
9740,69,Male,112783,Email,Conversion,4931.1,0.2761,0.1641,37,8.8667,12.6444,99,0,5,2,444,1
9741,21,Female,91727,SEO,Consideration,7853.79,0.1016,0.117,38,5.0729,9.4928,54,13,6,7,1372,1
9742,25,Female,103378,Referral,Conversion,8286.51,0.0149,0.1988,1,5.8651,4.2869,93,4,3,2,2830,1
9743,37,Male,78552,PPC,Consideration,8653.3,0.2708,0.0231,25,4.3219,0.5864,21,7,4,2,2715,1
9744,46,Male,28046,PPC,Awareness,5738.75,0.2778,0.1748,17,1.1632,8.0592,84,4,8,7,3158,1
9745,68,Male,24934,Email,Conversion,8682.77,0.0248,0.0913,26,6.7919,6.6227,48,1,5,7,4628,1
9746,62,Male,79556,SEO,Consideration,5149.3,0.0114,0.0965,49,6.0934,13.0069,11,1,7,7,2748,1
9747,63,Female,66806,Social Media,Retention,6109.89,0.2468,0.0342,16,9.8043,11.9248,70,12,3,6,4367,1
9748,27,Male,21354,Social Media,Retention,7611.33,0.0974,0.0164,44,5.5717,9.05,88,18,3,7,1322,1
9749,60,Female,124777,Referral,Retention,4311.81,0.2752,0.0702,14,5.8145,2.6873,7,17,7,5,3223,1
9750,51,Female,115352,Social Media,Consideration,828.46,0.0729,0.0432,42,3.5404,11.0288,96,14,2,1,3832,0
9751,43,Female,143092,PPC,Conversion,3566.65,0.2597,0.1018,6,1.8964,9.1075,15,13,4,9,1781,1
9752,58,Female,73046,Referral,Awareness,6277.05,0.0299,0.038,16,7.3682,0.8269,39,0,2,6,3614,0
9753,66,Female,131098,SEO,Awareness,2004.09,0.0856,0.0362,18,8.2757,11.5462,44,19,0,6,340,0
9754,20,Male,85064,Referral,Consideration,1569.02,0.2922,0.1766,26,8.8273,12.5599,63,10,2,0,1138,1
9755,23,Female,77184,SEO,Consideration,3001.5,0.077,0.185,39,4.6384,11.7302,62,18,5,6,261,1
9756,22,Female,22963,Social Media,Consideration,417.9,0.0486,0.1932,16,7.3321,3.0568,50,7,5,0,4821,1
9757,22,Male,47424,Email,Conversion,7459.89,0.2585,0.1393,31,3.3642,7.7863,9,0,6,6,4686,1
9758,64,Female,100039,Referral,Retention,2661.28,0.0442,0.1565,15,3.2751,8.1456,75,10,2,5,81,1
9759,40,Female,23042,Referral,Conversion,1329.96,0.0383,0.1688,29,9.9615,14.0481,85,9,8,5,4574,1
9760,66,Female,115777,PPC,Conversion,7021.38,0.1038,0.1352,13,8.645,13.9213,70,5,9,1,4530,1
